categories,employmentTypes,metadata_expiryDate,metadata_isPostedOnBehalf,metadata_jobPostId,metadata_newPostingDate,metadata_originalPostingDate,metadata_repostCount,metadata_totalNumberJobApplication,metadata_totalNumberOfView,minimumYearsExperience,numberOfVacancies,occupationId,positionLevels,postedCompany_name,salary_maximum,salary_minimum,salary_type,status_id,status_jobStatus,title,average_salary
"[{""id"":21,""category"":""Information Technology""},{""id"":41,""category"":""Others""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273467,4/7/2023,4/7/2023,0,1,63,1,1,,Junior Executive,THE SUPREME HR ADVISORY PTE. LTD.,2600,2300,Monthly,0,Closed,IT Support Engineer L1 (MST) (Redhill) 0809,2450
"[{""id"":2,""category"":""Admin / Secretarial""}]",Contract,########,FALSE,MCF-2023-0273686,4/7/2023,4/7/2023,0,1,45,1,20,,Fresh/entry level,APBA TG HUMAN RESOURCE PTE. LTD.,2000,1900,Monthly,0,Closed,Temp Admin Assistant II $11.50 per hour II 6 Months - 1 Year,1950
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""},{""id"":17,""category"":""General Work""},{""id"":25,""category"":""Manufacturing""},{""id"":33,""category"":""Repair and Maintenance""}]",Contract,########,FALSE,MCF-2023-0273413,########,4/7/2023,2,1,78,5,1,,Fresh/entry level,WORKSTONE PTE. LTD.,2800,2000,Monthly,0,Closed,"Technician, Module - Up to $2.800 | Tuas South| Entry Level",2400
"[{""id"":8,""category"":""Customer Service""}]",Full Time,########,TRUE,MCF-2023-0273460,4/7/2023,4/7/2023,0,34,381,3,2,,Middle Management,EZ EMPLOYMENT PTE. LTD.,4500,3200,Monthly,0,Closed,Customer Service Executive,3850
"[{""id"":21,""category"":""Information Technology""}]",Full Time,########,FALSE,MCF-2023-0273673,4/7/2023,4/7/2023,0,9,131,8,1,,Non-executive,DELL GLOBAL B.V. (SINGAPORE BRANCH),20000,10000,Monthly,0,Closed,Peripheral Principal Development Manager,15000
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,########,FALSE,MCF-2023-0273694,4/7/2023,4/7/2023,0,2,37,8,3,,Manager,NEW MJ RESTAURANTS PTE. LTD.,5000,3000,Monthly,0,Closed,Supervisor,4000
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""},{""id"":17,""category"":""General Work""},{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Part Time,5/7/2023,FALSE,MCF-2023-0181827,4/7/2023,3/7/2023,1,26,263,0,2,,Fresh/entry level,ALLSMILES DENTAL CARE BEDOK PTE. LTD.,3000,1500,Monthly,0,Closed,Dental Surgery Assistant,2250
"[{""id"":8,""category"":""Customer Service""},{""id"":15,""category"":""F&B""},{""id"":19,""category"":""Hospitality""},{""id"":35,""category"":""Sales / Retail""}]",Part Time,########,FALSE,MCF-2023-0273692,########,4/7/2023,2,9,205,0,2,,Non-executive,THE CELLAR DOOR PTE LTD,3800,2200,Monthly,0,Re-open,Retail Executive- FNB ( Full/ Part time),3000
"[{""id"":19,""category"":""Hospitality""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273678,4/7/2023,4/7/2023,0,5,129,1,1,,Fresh/entry level,BEVERLY HOTEL PTE. LTD.,2000,1800,Monthly,0,Closed,Hotel Guest Service Officer,1900
"[{""id"":7,""category"":""Consulting""},{""id"":11,""category"":""Engineering""},{""id"":21,""category"":""Information Technology""},{""id"":29,""category"":""Professional Services""},{""id"":39,""category"":""Telecommunications""}]",Contract,5/7/2023,FALSE,MCF-2023-0273699,4/7/2023,4/7/2023,0,4,92,1,1,,Professional,ERP21 PTE LTD,6500,4500,Monthly,0,Closed,System Engineer (Telecommunication),5500
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,5/7/2023,FALSE,MCF-2023-0273697,4/7/2023,4/7/2023,0,47,323,0,1,,Fresh/entry level,UPTAS LEARNING (BISHAN) PRIVATE LIMITED,4000,2700,Monthly,0,Closed,Admin & Customer Service Officer,3350
"[{""id"":8,""category"":""Customer Service""},{""id"":9,""category"":""Design""},{""id"":33,""category"":""Repair and Maintenance""},{""id"":35,""category"":""Sales / Retail""},{""id"":41,""category"":""Others""}]",Full Time,########,FALSE,MCF-2023-0273683,4/7/2023,4/7/2023,0,1,52,1,1,,Non-executive,RENTADELLA PTE. LTD.,2500,2000,Monthly,0,Closed,Retail Operations Associate (must be able to sew!),2250
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,########,FALSE,MCF-2023-0273674,4/7/2023,4/7/2023,0,3,39,6,2,,Middle Management,NEW MJ RESTAURANTS PTE. LTD.,10000,6000,Monthly,0,Closed,Assistant Manager,8000
"[{""id"":21,""category"":""Information Technology""}]",Contract,########,FALSE,MCF-2023-0273671,4/7/2023,4/7/2023,0,0,66,3,1,,Senior Executive,PERSOLKELLY SINGAPORE PTE. LTD.,7000,5000,Monthly,0,Closed,Senior Software Engineer,6000
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273530,4/7/2023,4/7/2023,0,2,84,0,8,,Fresh/entry level,SEARCH PERSONNEL PRIVATE LIMITED,2900,2000,Monthly,0,Closed,Learning Centre Admin/Receptionist (Customer Service/Retail Hours/Allowances Provided),2450
"[{""id"":3,""category"":""Advertising / Media""}]",Full Time,########,FALSE,MCF-2023-0273688,4/7/2023,4/7/2023,0,7,112,6,2,,Senior Management,NEW MJ RESTAURANTS PTE. LTD.,10000,6000,Monthly,0,Closed,Advertising Sales Manager,8000
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":20,""category"":""Human Resources""}]",Contract,########,FALSE,MCF-2023-0273679,4/7/2023,4/7/2023,0,0,35,2,5,,Executive,APBA TG HUMAN RESOURCE PTE. LTD.,3850,3000,Monthly,0,Closed,Talent Acquisition Specialist II East II up to $3850 per month,3425
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Full Time,5/7/2023,FALSE,MCF-2023-0273438,4/7/2023,4/7/2023,0,1,188,2,1,,Professional,ABER CARE PTE. LTD.,2400,1600,Monthly,0,Closed,Nursing Aide ( Hospital ),2000
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273432,4/7/2023,4/7/2023,0,2,81,1,1,,Non-executive,ABER CARE PTE. LTD.,2200,1800,Monthly,0,Closed,Healthcare Assistant ( Home Care ),2000
"[{""id"":11,""category"":""Engineering""},{""id"":21,""category"":""Information Technology""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":25,""category"":""Manufacturing""},{""id"":33,""category"":""Repair and Maintenance""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273696,4/7/2023,4/7/2023,0,1,59,0,1,,Junior Executive,SEARCH INDEX PTE. LTD.,2600,1800,Monthly,0,Closed,Warehouse Assistant (Class 3 Driving License),2200
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273450,4/7/2023,4/7/2023,0,1,31,2,1,,Professional,ABER CARE PTE. LTD.,4200,2800,Monthly,0,Closed,Staff Nurse - Adult Autism Setting,3500
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":16,""category"":""General Management""}]",Contract,########,FALSE,MCF-2023-0273681,4/7/2023,4/7/2023,0,2,59,2,2,,Junior Executive,APBA TG HUMAN RESOURCE PTE. LTD.,3450,3400,Monthly,0,Closed,Executive (Scholarship Administration) II $3450 per month II Contract,3425
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":5,""category"":""Banking and Finance""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":20,""category"":""Human Resources""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273444,4/7/2023,4/7/2023,0,9,73,2,1,,Executive,ABER CARE PTE. LTD.,3500,2500,Monthly,0,Closed,HR Executive | Senior Care Centre,3000
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273454,4/7/2023,4/7/2023,0,3,54,5,1,,Professional,ABER CARE PTE. LTD.,5500,3200,Monthly,0,Closed,Senior Staff Nurse| Clinical Quality & Infection Control ( Office Hour),4350
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273427,4/7/2023,4/7/2023,0,0,42,2,1,,Non-executive,ABER CARE PTE. LTD.,2300,1600,Monthly,0,Closed,Care Programme Coordinator - Healthcare ( Office Hour ),1950
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273451,4/7/2023,4/7/2023,0,1,50,1,1,,Professional,ABER CARE PTE. LTD.,4000,2800,Monthly,0,Closed,Cardiac Technician ( Clinic | 5.5 work days | Office Hour ),3400
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273434,4/7/2023,4/7/2023,0,0,31,2,1,,Professional,ABER CARE PTE. LTD.,4000,2800,Monthly,0,Closed,Staff Nurse - Disability Home,3400
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Contract,5/7/2023,FALSE,MCF-2023-0273441,4/7/2023,4/7/2023,0,1,34,1,1,,Executive,ABER CARE PTE. LTD.,2600,2200,Monthly,0,Closed,WELFARE HOME- PROGRAMME EXECUTIVE,2400
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273425,4/7/2023,4/7/2023,0,1,33,2,1,,Non-executive,ABER CARE PTE. LTD.,2300,1600,Monthly,0,Closed,Therapy Assistant - Senior Care Centre ( Office hour ),1950
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273458,4/7/2023,4/7/2023,0,7,116,1,1,,Junior Executive,THE SUPREME HR ADVISORY PTE. LTD.,3000,2200,Monthly,0,Closed,Operation Executive ( School Bus Service / Admin / Customer Service) 0809,2600
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273455,4/7/2023,4/7/2023,0,1,32,3,1,,Manager,ABER CARE PTE. LTD.,8000,5000,Monthly,0,Closed,Nurse Manager - Nursing Home,6500
"[{""id"":41,""category"":""Others""}]",Permanent,########,FALSE,MCF-2023-0273402,4/7/2023,4/7/2023,0,2,89,1,1,,Non-executive,MAVENSIDE CONSULTING PTE. LTD.,2700,2300,Monthly,0,Closed,Florist,2500
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273447,4/7/2023,4/7/2023,0,0,29,2,1,,Manager,ABER CARE PTE. LTD.,5500,4000,Monthly,0,Closed,Assistant Nurse Manager - Nursing Home,4750
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Temporary,5/7/2023,FALSE,MCF-2023-0273439,4/7/2023,4/7/2023,0,1,60,2,1,,Professional,ABER CARE PTE. LTD.,4200,2500,Monthly,0,Closed,Locum Staff Nurse - Senior Care Centre | 3 days a week| Office hour,3350
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273428,4/7/2023,4/7/2023,0,0,32,2,1,,Professional,ABER CARE PTE. LTD.,3000,1800,Monthly,0,Closed,Dental Assistant,2400
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Part Time,5/7/2023,FALSE,MCF-2023-0273437,4/7/2023,4/7/2023,0,0,52,2,1,,Professional,ABER CARE PTE. LTD.,4000,2800,Monthly,0,Closed,Staff Nurse - GP Clinic,3400
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273448,4/7/2023,4/7/2023,0,1,23,2,1,,Professional,ABER CARE PTE. LTD.,4500,2800,Monthly,0,Closed,Staff Nurse - Orthopedic specialist Clinic | Central,3650
"[{""id"":8,""category"":""Customer Service""},{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273430,4/7/2023,4/7/2023,0,1,36,2,1,,Non-executive,ABER CARE PTE. LTD.,2400,2200,Monthly,0,Closed,Activity Coordinator | Healthcare (Mon to Fri | East | Central ),2300
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""},{""id"":43,""category"":""Precision Engineering""}]",Permanent,########,FALSE,MCF-2023-0273394,########,4/7/2023,2,2,72,3,1,,Non-executive,WORKSTONE PTE. LTD.,4500,3000,Monthly,0,Closed,"Quantity Surveyor, M&E - Changi | Up to $4,500",3750
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Full Time,5/7/2023,FALSE,MCF-2023-0273433,4/7/2023,4/7/2023,0,0,19,2,1,,Professional,ABER CARE PTE. LTD.,4200,2800,Monthly,0,Closed,Senior Staff Nurse ( Cardiology Specialist Clinic ) 5.5 days,3500
"[{""id"":8,""category"":""Customer Service""},{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":29,""category"":""Professional Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273456,4/7/2023,4/7/2023,0,1,37,1,1,,Non-executive,ABER CARE PTE. LTD.,2500,1500,Monthly,0,Closed,"Operations Associate, Transport & Facilities (Residential Care)",2000
"[{""id"":15,""category"":""F&B""}]",Full Time,########,FALSE,MCF-2023-0273386,4/7/2023,4/7/2023,0,5,54,5,1,,Executive,CUBA LIBRE PRIVATE LIMITED,4500,3800,Monthly,0,Closed,HEAD CHEF,4150
"[{""id"":17,""category"":""General Work""},{""id"":25,""category"":""Manufacturing""}]",Part Time,########,FALSE,MCF-2023-0273388,########,4/7/2023,2,10,255,0,2,,Non-executive,EVERGLADES PTE. LTD.,2200,1800,Monthly,0,Re-open,Dessert Manufacturing Crew,2000
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":25,""category"":""Manufacturing""},{""id"":29,""category"":""Professional Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273403,4/7/2023,4/7/2023,0,18,129,6,1,,Manager,RECRUIT LYNC PTE. LTD.,7300,6500,Monthly,0,Closed,(C) Credit Controller Manager (AR Accounts / FMCG Experience ),6900
"[{""id"":8,""category"":""Customer Service""},{""id"":12,""category"":""Entertainment""},{""id"":14,""category"":""Events / Promotions""},{""id"":16,""category"":""General Management""},{""id"":28,""category"":""Personal Care / Beauty""}]",Full Time,########,FALSE,MCF-2023-0273405,4/7/2023,4/7/2023,0,0,58,5,1,,Junior Executive,CRYSTAL BELL KTV NIGHTCLUB,4500,2800,Monthly,0,Closed,Performing Artiste Manager,3650
"[{""id"":21,""category"":""Information Technology""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273615,4/7/2023,4/7/2023,0,4,70,1,2,,Junior Executive,SEARCH PERSONNEL PRIVATE LIMITED,4500,3000,Monthly,0,Closed,IT System Engineer (1 Year Contract-Convertible/Exp in Windows Server),3750
"[{""id"":7,""category"":""Consulting""},{""id"":8,""category"":""Customer Service""},{""id"":21,""category"":""Information Technology""},{""id"":35,""category"":""Sales / Retail""},{""id"":41,""category"":""Others""}]",Contract,5/7/2023,FALSE,MCF-2023-0273393,4/7/2023,4/7/2023,0,4,68,0,2,,Executive,J MAX SOLUTIONS,3000,2000,Monthly,0,Closed,Sales Executive/Telesales Executive/Telemarketer,2500
"[{""id"":11,""category"":""Engineering""},{""id"":17,""category"":""General Work""},{""id"":25,""category"":""Manufacturing""},{""id"":33,""category"":""Repair and Maintenance""},{""id"":39,""category"":""Telecommunications""}]",Contract,########,FALSE,MCF-2023-0273411,########,4/7/2023,2,0,73,0,1,,Non-executive,WORKSTONE PTE. LTD.,3000,1600,Monthly,0,Closed,"Technician, Cell - Tuas South |Entry Level | Up $2,800",2300
"[{""id"":11,""category"":""Engineering""},{""id"":33,""category"":""Repair and Maintenance""},{""id"":43,""category"":""Precision Engineering""}]",Permanent,########,FALSE,MCF-2023-0273414,########,4/7/2023,2,2,60,2,3,,Non-executive,WORKSTONE PTE. LTD.,3000,2000,Monthly,0,Closed,"QA Inspector - Boon Lay |Rotating Shift| Up to $2,400",2500
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273417,4/7/2023,4/7/2023,0,4,149,2,1,,Junior Executive,EVERGLADES PTE. LTD.,2900,2200,Monthly,0,Closed,Operations Associate/Executive,2550
"[{""id"":5,""category"":""Banking and Finance""},{""id"":21,""category"":""Information Technology""}]",Contract,5/7/2023,FALSE,MCF-2023-0273383,4/7/2023,4/7/2023,0,20,237,2,1,,Professional,A-IT SOFTWARE SERVICES PTE LTD,6500,5000,Monthly,0,Closed,Business Analyst (Bank) (UAT) (JT),5750
"[{""id"":8,""category"":""Customer Service""},{""id"":15,""category"":""F&B""},{""id"":16,""category"":""General Management""},{""id"":17,""category"":""General Work""}]",Full Time,########,TRUE,MCF-2023-0273419,4/7/2023,4/7/2023,0,12,74,5,1,,Executive,SANNET MANPOWER SERVICES,8000,4000,Monthly,0,Closed,SENIOR RESTAURANT AND CATERING MANAGER,6000
"[{""id"":16,""category"":""General Management""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":25,""category"":""Manufacturing""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273412,4/7/2023,4/7/2023,0,2,67,1,1,,Junior Executive,RECRUIT LYNC PTE. LTD.,3500,2800,Monthly,0,Closed,(C) Warehouse Supervisor - Manufacturing Line / WMS System,3150
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""},{""id"":25,""category"":""Manufacturing""},{""id"":26,""category"":""Marketing / Public Relations""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,########,FALSE,MCF-2023-0265237,########,4/4/2023,2,1,53,2,1,,Executive,WORKSTONE PTE. LTD.,3500,3000,Monthly,0,Closed,"Sales Executive - Tuas/Engines-Generator/Entry Level /Up $3,500",3250
"[{""id"":9,""category"":""Design""},{""id"":11,""category"":""Engineering""},{""id"":17,""category"":""General Work""},{""id"":25,""category"":""Manufacturing""},{""id"":43,""category"":""Precision Engineering""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273408,4/7/2023,4/7/2023,0,0,44,1,1,,Junior Executive,RECRUIT LYNC PTE. LTD.,2700,2000,Monthly,0,Closed,(C) [Plastic Molding] Grinding Technician,2350
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":2,""category"":""Admin / Secretarial""},{""id"":5,""category"":""Banking and Finance""},{""id"":6,""category"":""Building and Construction""}]",Contract,########,FALSE,MCF-2023-0260440,########,4/3/2023,2,2,56,0,1,,Non-executive,WORKSTONE PTE. LTD.,3500,2500,Monthly,0,Closed,"Officer, Purchasing - West | Elevator | Up to $3000",3000
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":2,""category"":""Admin / Secretarial""},{""id"":5,""category"":""Banking and Finance""},{""id"":34,""category"":""Risk Management""},{""id"":42,""category"":""Wholesale Trade""}]",Contract,5/7/2023,FALSE,MCF-2023-0273659,4/7/2023,4/7/2023,0,8,162,0,1,,Executive,SEARCH INDEX PTE. LTD.,3200,2500,Monthly,0,Closed,Accounts Receivable Executive (1 Year Contract) (No Exp Welcome),2850
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":2,""category"":""Admin / Secretarial""},{""id"":7,""category"":""Consulting""},{""id"":20,""category"":""Human Resources""},{""id"":29,""category"":""Professional Services""}]",Permanent,########,FALSE,MCF-2023-0273400,########,4/7/2023,2,11,139,3,1,,Manager,WORKSTONE PTE. LTD.,6500,4000,Monthly,0,Closed,"HR & Admin, Assistant Manager - Tuas |Payroll-Info-Tech Software exp| Up to $6,500",5250
"[{""id"":5,""category"":""Banking and Finance""}]",Contract,5/7/2023,FALSE,MCF-2023-0273391,4/7/2023,4/7/2023,0,2,93,1,1,,Professional,A-IT SOFTWARE SERVICES PTE LTD,5500,4000,Monthly,0,Closed,Operations & Service Support (JT) (Bank) (Sharepoint),4750
"[{""id"":6,""category"":""Building and Construction""},{""id"":9,""category"":""Design""},{""id"":11,""category"":""Engineering""},{""id"":17,""category"":""General Work""},{""id"":41,""category"":""Others""}]",Contract,########,FALSE,MCF-2023-0273392,########,4/7/2023,2,1,71,0,1,,Executive,WORKSTONE PTE. LTD.,3200,2000,Monthly,0,Closed,"Officer - Electrical Design | Diploma entry | Up to Gross $3,200",2600
"[{""id"":8,""category"":""Customer Service""},{""id"":11,""category"":""Engineering""},{""id"":17,""category"":""General Work""},{""id"":35,""category"":""Sales / Retail""},{""id"":41,""category"":""Others""}]",Contract,########,FALSE,MCF-2023-0273389,########,4/7/2023,2,0,50,0,1,,Executive,WORKSTONE PTE. LTD.,3500,2000,Monthly,0,Closed,"Engineering Executive (Singapore Sales) - West | Entry welcome| Up to $3,200",2750
"[{""id"":17,""category"":""General Work""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":25,""category"":""Manufacturing""},{""id"":41,""category"":""Others""}]",Permanent,########,FALSE,MCF-2023-0273397,########,4/7/2023,2,6,668,0,1,,Non-executive,WORKSTONE PTE. LTD.,3000,1800,Monthly,0,Closed,Production Operator x 6 | Tuas,2400
